"global_step","Rainbow DQN Sweep Config 4 - _step","Rainbow DQN Sweep Config 4 - _step__MIN","Rainbow DQN Sweep Config 4 - _step__MAX","Rainbow DQN Sweep Config 4 - charts/episodic_length","Rainbow DQN Sweep Config 4 - charts/episodic_length__MIN","Rainbow DQN Sweep Config 4 - charts/episodic_length__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"8693467","","","","","","","374094.5","374076","374113","1167","1167","1167","","","","","",""
"8694335","","","","","","","","","","","","","375494.5","375453","375536","1084","1084","1084"
"8694535","","","","","","","374118.5","374077","374160","1068","1068","1068","","","","","",""
"8695558","","","","","","","","","","","","","375466","375466","375466","1223","1223","1223"
"8696399","","","","","","","","","","","","","375587","375550","375624","841","841","841"
"8697489","","","","","","","374232","374232","374232","786","786","786","","","","","",""
"8697653","","","","","","","","","","","","","375564","375564","375564","1254","1254","1254"
"8698547","","","","","","","374309","374309","374309","1058","1058","1058","","","","","",""
"8698849","","","","","","","","","","","","","375728","375728","375728","1196","1196","1196"
"8699657","","","","","","","374310","374310","374310","1110","1110","1110","","","","","",""
"8700774","","","","","","","374387","374387","374387","1117","1117","1117","","","","","",""
"8701960","","","","","","","374477","374477","374477","1186","1186","1186","","","","","",""
"8703060","","","","","","","374465","374465","374465","1100","1100","1100","","","","","",""
"8703119","","","","","","","","","","","","","375882","375849","375915","1031","1031","1031"
"8704083","","","","","","","374554.5","374542","374567","1023","1023","1023","","","","","",""
"8704251","","","","","","","","","","","","","375918","375861","375975","1132","1132","1132"
"8705785","","","","","","","374620","374620","374620","1025","1025","1025","","","","","",""
"8706612","","","","","","","","","","","","","375963","375963","375963","1201","1201","1201"
"8707048","","","","","","","374661","374661","374661","1263","1263","1263","","","","","",""
"8708655","","","","","","","","","","","","","376060","376060","376060","878","878","878"
"8710477","","","","","","","","","","","","","376189","376155","376223","989","989","989"
"8710979","","","","","","","374863","374863","374863","1043","1043","1043","","","","","",""
"8712259","","","","","","","374893","374893","374893","1280","1280","1280","","","","","",""
"8712908","","","","","","","","","","","","","376320","376300","376340","1219","1219","1219"
"8713836","","","","","","","","","","","","","376339.5","376310","376369","928","928","928"
"8714807","","","","","","","375028","375028","375028","1261","1261","1261","","","","","",""
"8716124","","","","","","","375084","375084","375084","1317","1317","1317","","","","","",""
"8716851","","","","","","","","","","","","","376418","376418","376418","940","940","940"
"8718483","","","","","","","375126","375126","375126","1394","1394","1394","","","","","",""
"8719691","","","","","","","375233","375233","375233","1208","1208","1208","","","","","",""
"8719926","","","","","","","","","","","","","376602","376602","376602","1102","1102","1102"
"8720859","","","","","","","","","","","","","376612","376612","376612","933","933","933"
"8721868","","","","","","","","","","","","","376680","376623","376737","1009","1009","1009"
"8721926","","","","","","","375306","375282","375330","1113","1113","1113","","","","","",""
"8722991","","","","","","","375366","375359","375373","1065","1065","1065","","","","","",""
"8723977","","","","","","","","","","","","","376804","376804","376804","944","944","944"
"8724817","","","","","","","375455","375455","375455","946","946","946","","","","","",""
"8724891","","","","","","","","","","","","","376858","376858","376858","914","914","914"
"8725746","","","","","","","375479","375463","375495","929","929","929","","","","","",""
"8725852","","","","","","","","","","","","","376817","376817","376817","961","961","961"
"8726604","","","","","","","375498.5","375464","375533","858","858","858","","","","","",""
"8726949","","","","","","","","","","","","","376889.5","376829","376950","1097","1097","1097"
"8727772","","","","","","","375561","375541","375581","1168","1168","1168","","","","","",""
"8727913","","","","","","","","","","","","","376982","376982","376982","964","964","964"
"8729932","","","","","","","","","","","","","377012","377012","377012","1005","1005","1005"
"8729973","","","","","","","375646.5","375619","375674","1115","1115","1115","","","","","",""
"8731259","","","","","","","375696","375696","375696","1286","1286","1286","","","","","",""
"8731317","","","","","","","","","","","","","377139","377139","377139","1385","1385","1385"
"8732317","","","","","","","375778","375778","375778","1058","1058","1058","","","","","",""
"8733595","","","","","","","375828","375828","375828","1278","1278","1278","","","","","",""
"8734440","","","","","","","375775","375775","375775","845","845","845","","","","","",""
"8735550","","","","","","","375852","375852","375852","1110","1110","1110","","","","","",""
"8735573","","","","","","","","","","","","","377261","377224","377298","1002","1002","1002"
"8736853","","","","","","","","","","","","","377364","377364","377364","1280","1280","1280"
"8736982","","","","","","","375973","375973","375973","1432","1432","1432","","","","","",""
"8737994","","","","","","","375930","375930","375930","1012","1012","1012","","","","","",""
"8738825","","","","","","","376055","376055","376055","831","831","831","","","","","",""
"8739046","","","","","","","","","","","","","377411","377411","377411","1155","1155","1155"
"8739677","","","","","","","376008","376008","376008","852","852","852","","","","","",""
"8740795","","","","","","","","","","","","","377476","377476","377476","896","896","896"
"8740893","","","","","","","376127.5","376114","376141","1216","1216","1216","","","","","",""
"8741719","","","","","","","376147","376115","376179","826","826","826","","","","","",""
"8741868","","","","","","","","","","","","","377562","377562","377562","1073","1073","1073"
"8742848","","","","","","","376191","376191","376191","1129","1129","1129","","","","","",""
"8742956","","","","","","","","","","","","","377622","377622","377622","1088","1088","1088"
"8743925","","","","","","","376233.5","376192","376275","1077","1077","1077","","","","","",""
"8744118","","","","","","","","","","","","","377660","377660","377660","1162","1162","1162"
"8744807","","","","","","","376291","376269","376313","882","882","882","","","","","",""
"8745099","","","","","","","","","","","","","377672","377672","377672","981","981","981"
"8746244","","","","","","","","","","","","","377685","377685","377685","1145","1145","1145"
"8747088","","","","","","","","","","","","","377792.5","377770","377815","844","844","844"
"8747119","","","","","","","376378.5","376347","376410","1069","1069","1069","","","","","",""
"8749158","","","","","","","376496","376496","376496","847","847","847","","","","","",""
"8750173","","","","","","","376539","376539","376539","1015","1015","1015","","","","","",""
"8750502","","","","","","","","","","","","","377916.5","377883","377950","1103","1103","1103"
"8751616","","","","","","","376579","376579","376579","1443","1443","1443","","","","","",""
"8751673","","","","","","","","","","","","","378011","378011","378011","1171","1171","1171"
"8752655","","","","","","","","","","","","","378043","378043","378043","982","982","982"
"8753769","","","","","","","","","","","","","378035.5","377993","378078","1114","1114","1114"
"8754513","","","","","","","376727","376727","376727","1252","1252","1252","","","","","",""
"8755635","","","","","","","","","","","","","378126.5","378089","378164","1015","1015","1015"
"8756322","","","","","","","376770.5","376736","376805","867","867","867","","","","","",""
"8756743","","","","","","","","","","","","","378224","378224","378224","1108","1108","1108"
"8757518","","","","","","","376858","376858","376858","1196","1196","1196","","","","","",""
"8757773","","","","","","","","","","","","","378221.5","378187","378256","1030","1030","1030"
"8758829","","","","","","","","","","","","","378257","378199","378315","1056","1056","1056"
"8759731","","","","","","","376951","376951","376951","962","962","962","","","","","",""
"8759857","","","","","","","","","","","","","378347","378347","378347","1028","1028","1028"
"8760666","","","","","","","376958.5","376928","376989","935","935","935","","","","","",""
"8761023","","","","","","","","","","","","","378298","378298","378298","1166","1166","1166"
"8763908","","","","","","","377106.5","377083","377130","958","958","958","","","","","",""
"8764243","","","","","","","","","","","","","378537","378537","378537","1162","1162","1162"
"8765201","","","","","","","377186","377186","377186","1293","1293","1293","","","","","",""
"8765382","","","","","","","","","","","","","378495","378495","378495","1139","1139","1139"
"8766434","","","","","","","","","","","","","378619","378619","378619","1052","1052","1052"
"8767519","","","","","","","377260.5","377238","377283","884","884","884","","","","","",""
"8767691","","","","","","","","","","","","","378682","378682","378682","1257","1257","1257"
